stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening C:\Users\user\Desktop\Tower\bin\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86909] removed dtor for sample_instance 0000000000E667C0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86910] removed dtor for sample_instance 0000000000E66C40
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86911] removed dtor for sample_instance 0000000000E67420
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86912] removed dtor for sample_instance 0000000000E66D60
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86912] removed dtor for sample_instance 0000000000E66E80
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86913] removed dtor for sample_instance 0000000000E65A40
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86915] removed dtor for sample_instance 0000000000E65B60
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86916] removed dtor for sample_instance 0000000000E65C80
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86918] removed dtor for sample_instance 0000000000E65DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86920] removed dtor for sample_instance 0000000000E65EC0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86921] removed dtor for sample_instance 0000000000E68B30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86922] removed dtor for sample_instance 0000000000E67B70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86923] removed dtor for sample_instance 0000000000E691F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86924] removed dtor for sample_instance 0000000000E68E90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86925] removed dtor for sample_instance 0000000000E687D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86926] removed dtor for sample_instance 0000000000E688F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86926] removed dtor for sample_instance 0000000000E69310
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86927] removed dtor for sample_instance 0000000000E69430
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86928] removed dtor for sample_instance 0000000000E67A50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86933] removed dtor for sample_instance 0000000000E67DB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86934] removed dtor for sample_instance 0000000000E68A10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86935] removed dtor for sample_instance 0000000000E69550
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86936] removed dtor for sample_instance 0000000000E690D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86937] removed dtor for sample_instance 0000000000E68FB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86938] removed dtor for sample_instance 0000000000E68230
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86939] removed dtor for sample_instance 0000000000E68D70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86940] removed dtor for sample_instance 0000000000E68C50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86941] removed dtor for sample_instance 0000000000E68350
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86942] removed dtor for sample_instance 0000000000E67C90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86943] removed dtor for sample_instance 0000000000E69670
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86945] removed dtor for sample_instance 0000000000E67810
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86947] removed dtor for sample_instance 0000000000E686B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86948] removed dtor for sample_instance 0000000000E67930
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86948] removed dtor for sample_instance 0000000000E67ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86949] removed dtor for sample_instance 0000000000E68110
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86950] removed dtor for sample_instance 0000000000E68470
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86951] removed dtor for sample_instance 0000000000E67FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86952] removed dtor for sample_instance 0000000000E68590
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86953] removed dtor for sample_instance 0000000000E6B550
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86954] removed dtor for sample_instance 0000000000E6B790
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86955] removed dtor for sample_instance 0000000000E6B670
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86956] removed dtor for sample_instance 0000000000E6B430
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86957] removed dtor for sample_instance 0000000000E6B8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86958] removed dtor for sample_instance 0000000000E6C090
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86959] removed dtor for sample_instance 0000000000E6AE90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86960] removed dtor for sample_instance 0000000000E6B9D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86961] removed dtor for sample_instance 0000000000E6BC10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86962] removed dtor for sample_instance 0000000000E6AC50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86963] removed dtor for sample_instance 0000000000E6C630
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86964] removed dtor for sample_instance 0000000000E6B310
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86965] removed dtor for sample_instance 0000000000E6C1B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86965] removed dtor for sample_instance 0000000000E6BAF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86967] removed dtor for sample_instance 0000000000E6C2D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86968] removed dtor for sample_instance 0000000000E6AFB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86970] removed dtor for sample_instance 0000000000E6BD30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86972] removed dtor for sample_instance 0000000000E6CAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86974] removed dtor for sample_instance 0000000000E6C750
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86975] removed dtor for sample_instance 0000000000E6C870
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86977] removed dtor for sample_instance 0000000000E6BE50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86978] removed dtor for sample_instance 0000000000E6BF70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86981] removed dtor for sample_instance 0000000000E6C3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86982] removed dtor for sample_instance 0000000000E6C510
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86983] removed dtor for sample_instance 0000000000E6C990
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86984] removed dtor for sample_instance 0000000000E6AD70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86985] removed dtor for sample_instance 0000000000E6B0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86986] removed dtor for sample_instance 0000000000E6B1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86987] removed dtor for sample_instance 0000000000E6DD70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86988] removed dtor for sample_instance 0000000000E6D470
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86989] removed dtor for sample_instance 0000000000E6DC50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86991] removed dtor for sample_instance 0000000000E6D590
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86992] removed dtor for sample_instance 0000000000E6EC10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86993] removed dtor for sample_instance 0000000000E6DE90
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86994] removed dtor for sample_instance 0000000000E6F1B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86995] removed dtor for sample_instance 0000000000E6D6B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86996] removed dtor for sample_instance 0000000000E6ED30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86997] removed dtor for sample_instance 0000000000E6DA10
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86998] removed dtor for sample_instance 0000000000E6EAF0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.86999] removed dtor for sample_instance 0000000000E6DB30
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87000] removed dtor for sample_instance 0000000000E6F2D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87001] removed dtor for sample_instance 0000000000E6EE50
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87002] removed dtor for sample_instance 0000000000E6E790
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87003] removed dtor for sample_instance 0000000000E6E8B0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87004] removed dtor for sample_instance 0000000000E6D7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87005] removed dtor for sample_instance 0000000000E6D8F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87006] removed dtor for sample_instance 0000000000E6E1F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87007] removed dtor for sample_instance 0000000000E6DFB0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87008] removed dtor for sample_instance 0000000000E6E0D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87009] removed dtor for sample_instance 0000000000E6E310
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87010] removed dtor for sample_instance 0000000000E6E430
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87011] removed dtor for sample_instance 0000000000E6E550
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87012] removed dtor for sample_instance 0000000000E6E9D0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87013] removed dtor for sample_instance 0000000000E6EF70
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87013] removed dtor for sample_instance 0000000000E6E670
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87014] removed dtor for sample_instance 0000000000E6F090
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87016] removed dtor for sample_instance 0000000000E723F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87017] removed dtor for sample_instance 0000000000E71550
dtor     D               dtor.c:227  _al_unregister_destructor        [   9.87018] removed dtor for sample_instance 0000000000E708F0
